Call_ID,Caller_Number,Receiver_Number,Call_Date,Call_Time,Call_Duration,Call_Type,Call_Cost,Tower_Location,Network_Type
CDR000034,+917193077262,+917728654593,2025-01-29,17:14:37,1253,ISD,21.57,Bangalore,4G
CDR000035,+918482531045,+918104251796,2025-01-16,01:19:04,3061,ISD,40.86,Delhi-West,4G
CDR000036,+918894615365,+918438493584,2025-03-05,07:39:36,3229,Local,83.19,Bangalore,4G
CDR000037,+918699739350,+919905610178,2025-01-18,06:32:11,304,STD,10.2,Pune,5G
CDR000038,+919925759211,+917301634382,2025-02-02,11:27:16,3330,STD,145.19,Chennai-North,5G
CDR000039,+918072162578,+918240248659,2025-03-25,01:32:23,3010,Local,99.61,Bangalore,VoLTE
CDR000040,+919963235090,+918298313657,2025-02-02,14:37:55,397,Roaming,10.79,Kolkata-South,5G
CDR000041,+919177626485,+919500606187,2025-03-28,15:35:02,1202,Roaming,33.2,Kolkata-South,5G
CDR000042,+918884359304,+917951353774,2025-01-24,17:26:07,3476,ISD,167.56,Mumbai-East,VoLTE
CDR000043,+917800670273,+919187310860,2025-03-09,15:39:03,192,Roaming,3.19,Kolkata-South,4G
CDR000044,+917319090054,+917727479812,2025-03-16,07:50:01,3581,ISD,44.86,Bangalore,4G
CDR000045,+917783173506,+919618152884,2025-01-17,10:07:20,1118,Roaming,38.18,Pune,VoLTE
CDR000046,+918993411114,+917280982649,2025-01-20,05:52:37,1936,ISD,47.04,Mumbai-East,5G
CDR000047,+919592296978,+919935533929,2025-01-24,23:25:35,223,Roaming,5.8,Pune,4G
CDR000048,+918538001508,+919975393887,2025-01-31,21:24:44,1455,STD,64.26,Pune,VoLTE
CDR000049,+917783252967,+918346967668,2025-01-19,01:26:01,776,Local,38.1,Chennai-North,VoLTE
CDR000050,+917516908272,+919132200164,2025-03-08,11:03:36,1976,ISD,29.97,Chennai-North,5G
CDR000051,+919859178288,+919399208786,2025-02-13,09:51:25,773,Roaming,19.71,Hyderabad,4G
CDR000052,+918726097512,+919720448033,2025-02-25,04:53:28,918,STD,44.5,Kolkata-South,5G
CDR000053,+917375123794,+918068549136,2025-01-02,05:47:07,1231,Local,46.26,Bangalore,VoLTE
CDR000054,+919222697208,+919176492453,2025-01-24,14:29:44,615,Roaming,24.1,Delhi-West,VoLTE
CDR000055,+917483686100,+919434884308,2025-03-27,19:54:46,1919,ISD,19.65,Mumbai-East,VoLTE
CDR000056,+917422819370,+917029188848,2025-01-13,12:31:45,86,ISD,1.83,Chennai-North,VoLTE
CDR000057,+917760920674,+918215066084,2025-01-26,02:37:14,1491,STD,32.07,Delhi-West,4G
CDR000058,+917978858827,+919099008275,2025-01-09,09:07:25,2332,STD,78.91,Hyderabad,4G
CDR000059,+918993079050,+917712112539,2025-01-19,02:27:38,1254,ISD,42.83,Mumbai-East,VoLTE
CDR000060,+918039405841,+919719112102,2025-01-26,17:55:11,3317,Local,92.83,Bangalore,5G
CDR000061,+918742705365,+918541561774,2025-01-13,10:11:48,3402,Roaming,90.78,Pune,4G
CDR000062,+919352992948,+917387146300,2025-03-28,11:39:28,3512,Roaming,96.17,Mumbai-East,VoLTE
CDR000063,+919361807489,+919879291374,2025-01-05,04:42:58,2463,STD,84.54,Delhi-West,4G
CDR000064,+917964925483,+917519846880,2025-02-19,01:09:27,1544,Roaming,51.32,Hyderabad,5G
CDR000065,+918905409468,+917924746069,2025-01-09,08:19:29,1607,STD,58.26,Delhi-West,4G
CDR000066,+917518578148,+919015140031,2025-02-03,23:30:19,565,ISD,20.95,Kolkata-South,5G
CDR000067,+917169898885,+917308866870,2025-03-03,08:02:49,2737,STD,115.69,Hyderabad,VoLTE
CDR000068,+917694014335,+918148482393,2025-03-20,04:02:00,969,Roaming,44.88,Pune,VoLTE
CDR000069,+919585879786,+918409370365,2025-03-06,22:11:53,744,Roaming,30.99,Bangalore,5G
CDR000070,+917212701716,+917898894133,2025-03-05,17:52:30,906,Roaming,23.33,Delhi-West,VoLTE
CDR000071,+917517896158,+918808812660,2025-02-06,10:14:01,12,Roaming,0.37,Mumbai-East,5G
CDR000072,+917020856076,+918413037813,2025-01-13,04:11:53,3189,STD,46.17,Pune,4G
CDR000073,+917112530453,+918738187927,2025-01-16,05:41:00,3108,ISD,66.1,Delhi-West,VoLTE
CDR000074,+917295437990,+919359933819,2025-01-28,14:36:49,3393,Local,144.8,Bangalore,VoLTE
CDR000075,+918743903578,+918410072844,2025-03-07,11:38:41,742,STD,14.33,Pune,5G
CDR000076,+917034616465,+918944322286,2025-01-28,14:54:35,302,Local,3.03,Delhi-West,VoLTE
CDR000077,+919715121404,+917091457101,2025-03-25,14:33:34,1928,ISD,71.82,Kolkata-South,4G
CDR000078,+918757632762,+917856989927,2025-02-22,09:35:51,2660,Local,93.85,Mumbai-East,VoLTE
CDR000079,+917090011113,+918177561277,2025-02-02,13:33:11,3213,Local,44.17,Chennai-North,4G
CDR000080,+917154220072,+917394898237,2025-02-26,17:27:36,1425,ISD,40.38,Bangalore,5G
CDR000081,+919056754778,+918504939725,2025-02-08,15:19:16,3582,Roaming,103.43,Pune,5G
CDR000082,+919532183836,+918871022395,2025-02-21,08:32:15,1646,Local,26.28,Bangalore,4G
CDR000083,+918272280249,+918062502541,2025-03-25,05:06:44,102,STD,5.06,Delhi-West,VoLTE
CDR000084,+917266472063,+919804323917,2025-01-08,20:36:20,866,Local,37.71,Kolkata-South,4G
CDR000085,+918845866718,+919152189664,2025-01-13,12:50:12,2977,STD,106.6,Chennai-North,4G
CDR000086,+917861497205,+919207051211,2025-01-11,20:22:15,117,ISD,2.55,Bangalore,4G
CDR000087,+918161169193,+917971380336,2025-01-16,20:24:29,3331,STD,95.28,Kolkata-South,4G
CDR000088,+918526447415,+919455311525,2025-01-21,19:51:03,2663,Roaming,112.72,Kolkata-South,5G
CDR000089,+917868817314,+919786580064,2025-03-20,01:39:33,1085,Local,31.25,Hyderabad,VoLTE
CDR000090,+919307337553,+919567801862,2025-03-27,20:15:50,1499,Local,39.25,Hyderabad,4G
CDR000091,+917849669925,+917053497391,2025-02-22,03:44:50,2660,ISD,45.15,Chennai-North,5G
CDR000092,+917482784214,+918024149221,2025-03-01,09:50:26,2648,ISD,83.39,Mumbai-East,VoLTE
CDR000093,+917496173152,+919373699987,2025-03-29,10:45:20,3436,Roaming,157.93,Pune,4G
CDR000094,+917098850769,+918142308252,2025-03-17,12:24:45,94,STD,1.71,Pune,5G
CDR000095,+918124697619,+917854352952,2025-01-13,16:35:03,1312,Roaming,39.23,Kolkata-South,4G
CDR000096,+919669024050,+919965299021,2025-01-08,02:30:32,2200,ISD,80.54,Delhi-West,5G
CDR000097,+917078907581,+918111635310,2025-02-28,23:51:25,2418,ISD,47.08,Bangalore,VoLTE
CDR000098,+919854932604,+917704653378,2025-02-11,06:06:30,3175,ISD,128.74,Mumbai-East,5G
CDR000099,+918994216210,+919730606013,2025-03-17,16:51:18,1343,ISD,18.18,Chennai-North,4G
CDR000100,+919899334436,+918972785975,2025-02-14,15:26:46,2778,Roaming,60.93,Pune,VoLTE
CDR000101,+919252187692,+919672681498,2025-03-18,14:00:05,3575,Roaming,160.84,Delhi-West,4G
CDR000102,+919138988761,+917320516940,2025-03-12,01:27:34,2060,Local,34.94,Hyderabad,4G
CDR000103,+919609269556,+917228839286,2025-03-03,18:39:06,2943,ISD,115.69,Chennai-North,VoLTE
CDR000104,+917369536009,+917403997406,2025-02-13,18:45:18,2946,STD,49.8,Mumbai-East,4G
CDR000105,+917420968933,+918310728026,2025-03-21,22:52:35,445,STD,6.91,Chennai-North,4G
CDR000106,+918117205612,+918139720906,2025-01-19,19:27:41,1861,Local,50.82,Hyderabad,VoLTE
CDR000107,+918318723075,+919732076760,2025-02-14,01:55:35,2707,STD,65.83,Hyderabad,VoLTE
CDR000108,+917588927709,+919453594886,2025-03-04,12:36:11,1890,STD,41.77,Chennai-North,4G
CDR000109,+918321747209,+917809859300,2025-03-08,20:04:22,2562,Local,120.83,Mumbai-East,VoLTE
CDR000110,+919525138033,+918639579133,2025-02-16,10:12:25,335,ISD,11.35,Kolkata-South,VoLTE
CDR000111,+917723105155,+919355177274,2025-01-12,11:18:51,247,STD,10.62,Hyderabad,5G
CDR000112,+919881565671,+917889701966,2025-03-04,04:06:11,1071,STD,30.3,Hyderabad,5G
CDR000113,+917510209488,+917812687286,2025-01-07,09:00:49,1192,STD,12.53,Delhi-West,5G
CDR000114,+918836906067,+919011744864,2025-01-16,22:43:05,2905,STD,129.23,Chennai-North,4G
CDR000115,+918786771783,+917912095450,2025-02-18,08:04:35,3020,Roaming,129.94,Bangalore,4G
CDR000116,+917210276776,+917423334411,2025-03-05,12:04:53,1161,Roaming,57.9,Chennai-North,5G
CDR000117,+918207314836,+917612884137,2025-01-26,10:31:21,1830,Roaming,21.35,Hyderabad,4G
CDR000118,+918066012228,+919281879760,2025-02-26,11:33:31,3111,Roaming,112.8,Mumbai-East,5G
CDR000119,+917150066055,+917160643127,2025-02-07,00:18:04,437,STD,10.53,Hyderabad,5G
CDR000120,+918392442285,+919254291113,2025-02-11,22:28:17,1013,Local,21.56,Kolkata-South,5G
CDR000121,+918415415554,+917333510703,2025-02-16,15:13:33,648,Local,8.06,Pune,5G
CDR000122,+918766223020,+918601492629,2025-01-22,17:42:20,1285,ISD,29.26,Chennai-North,4G
CDR000123,+917528887119,+917772415294,2025-02-14,18:52:19,786,Roaming,23.57,Chennai-North,VoLTE
CDR000124,+919419944866,+918925669813,2025-03-21,14:21:34,993,Local,42.87,Chennai-North,VoLTE
CDR000125,+919518472860,+917992030839,2025-03-30,09:49:13,1542,Roaming,69.45,Hyderabad,VoLTE
CDR000126,+918006587830,+919490363124,2025-01-17,16:37:22,1160,ISD,56.78,Chennai-North,5G
CDR000127,+919773604011,+917535998252,2025-03-28,23:22:32,854,Roaming,36.74,Delhi-West,4G
CDR000128,+919203558268,+917350369150,2025-02-13,15:47:09,1420,STD,34.74,Delhi-West,4G
CDR000129,+917420730567,+919136928496,2025-02-22,01:23:26,581,STD,21.4,Delhi-West,VoLTE
CDR000130,+917835000628,+917977071557,2025-01-19,01:35:15,248,STD,12.06,Hyderabad,5G
CDR000131,+918996033594,+919752673085,2025-03-15,15:08:18,3509,ISD,171.95,Chennai-North,5G
CDR000132,+919506864254,+917923180951,2025-02-06,14:28:40,1772,Local,78.76,Hyderabad,4G
CDR000133,+919493594011,+918056333298,2025-02-16,05:02:06,3377,STD,81.68,Delhi-West,5G
CDR000134,+919076297801,+919364931713,2025-01-30,06:21:06,1772,Roaming,48.01,Hyderabad,5G
CDR000135,+917089430381,+918507413888,2025-03-15,02:27:38,2378,Roaming,72.38,Hyderabad,5G
CDR000136,+918467185918,+918363002089,2025-01-27,15:23:31,2254,STD,32.61,Bangalore,5G
CDR000137,+919314875524,+917936266036,2025-01-08,01:04:09,828,Local,32.51,Chennai-North,VoLTE
CDR000138,+918502492237,+918715409795,2025-03-14,07:26:12,369,STD,17.77,Kolkata-South,VoLTE
CDR000139,+919251001078,+918028231644,2025-03-30,22:46:22,802,Roaming,21.73,Delhi-West,5G
CDR000140,+917877766751,+919868105586,2025-02-09,13:58:00,3404,ISD,137.37,Kolkata-South,5G
CDR000141,+917512402964,+918795971758,2025-03-04,06:09:16,2870,ISD,89.39,Hyderabad,5G
CDR000142,+918283082892,+917439748565,2025-03-09,04:41:51,2519,Local,47.63,Mumbai-East,VoLTE
CDR000143,+919691294786,+917417032699,2025-01-16,22:09:35,2083,Local,59.02,Delhi-West,VoLTE
CDR000144,+917601062554,+919235850247,2025-03-15,14:04:38,1479,STD,49.65,Bangalore,5G
CDR000145,+919465970281,+918030164882,2025-01-13,05:07:13,729,ISD,10.45,Hyderabad,5G
CDR000146,+918499109560,+918422413547,2025-02-23,17:26:40,761,Local,19.57,Pune,5G
CDR000147,+919014696048,+918614496952,2025-02-07,13:51:23,3535,Local,156.87,Bangalore,VoLTE
CDR000148,+918942783121,+919934847570,2025-02-23,14:04:54,3061,Roaming,124.03,Mumbai-East,5G
CDR000149,+919353867161,+919101142070,2025-01-04,19:02:31,114,Local,1.65,Kolkata-South,5G
CDR000150,+919621240945,+919236414913,2025-03-12,08:29:56,1502,Roaming,25.38,Pune,VoLTE
CDR000151,+919745840759,+917896909232,2025-02-24,08:47:16,620,ISD,16.23,Delhi-West,VoLTE
CDR000152,+917750484893,+918828569925,2025-01-12,12:37:18,1182,Local,39.72,Chennai-North,VoLTE
CDR000153,+917275395813,+918778908000,2025-02-15,19:26:36,574,Roaming,11.66,Chennai-North,VoLTE
CDR000154,+919253380073,+919756048689,2025-03-25,18:32:02,711,STD,15.1,Pune,5G
CDR000155,+918008736252,+919078476546,2025-01-21,01:33:17,1988,Local,36.91,Kolkata-South,4G
CDR000156,+917052524725,+917898693997,2025-02-07,14:06:46,2772,Roaming,84.32,Mumbai-East,5G
CDR000157,+919782901602,+917760764273,2025-03-07,19:46:30,3404,STD,147.33,Chennai-North,VoLTE
CDR000158,+917434294827,+919284060805,2025-02-18,16:06:56,2129,STD,103.77,Bangalore,5G
CDR000159,+918715130204,+918319594902,2025-02-24,05:19:12,2663,ISD,40.65,Hyderabad,5G
CDR000160,+917212067037,+917561345525,2025-02-10,17:06:49,2651,ISD,82.2,Mumbai-East,5G
CDR000161,+919872326273,+919404283890,2025-02-18,09:25:50,2668,Roaming,92.82,Delhi-West,5G
CDR000162,+917646252970,+917657473558,2025-01-14,03:31:26,1339,Local,46.3,Pune,VoLTE
CDR000163,+919465596829,+917259029513,2025-01-12,21:53:47,1001,Roaming,14.69,Hyderabad,4G
CDR000164,+918078302788,+918937882393,2025-02-26,20:06:20,2972,ISD,120.54,Delhi-West,VoLTE
CDR000165,+919533275266,+917365200437,2025-02-04,04:38:42,3582,STD,175.56,Bangalore,5G
CDR000166,+919382974061,+918120786647,2025-02-01,19:57:08,1284,Roaming,34.13,Mumbai-East,VoLTE
CDR000167,+917255979769,+919595056878,2025-03-02,04:58:42,2871,ISD,132.53,Mumbai-East,4G
CDR000168,+918342148795,+917269048729,2025-01-05,20:06:02,3179,STD,124.81,Mumbai-East,4G
CDR000169,+917992253400,+917203712494,2025-03-04,21:39:58,2064,Roaming,63.01,Pune,4G
CDR000170,+918421800608,+918206419084,2025-02-16,05:59:29,800,Roaming,13.21,Pune,5G
CDR000171,+919094002443,+917083384342,2025-03-17,02:33:23,1167,Local,48.39,Hyderabad,VoLTE
CDR000172,+917999926793,+918459038708,2025-03-29,14:42:40,784,Roaming,26.6,Chennai-North,VoLTE
CDR000173,+918242590797,+918184200855,2025-02-26,18:48:39,329,STD,12.92,Kolkata-South,VoLTE
CDR000174,+918516535203,+919991736594,2025-03-30,06:01:34,3234,ISD,99.25,Hyderabad,5G
CDR000175,+917204122072,+917415473961,2025-01-08,10:13:45,1366,Local,32.24,Delhi-West,VoLTE
CDR000176,+917458650851,+918397302061,2025-02-12,21:34:11,3252,ISD,121.55,Chennai-North,4G
CDR000177,+918551406323,+918170397351,2025-03-29,05:46:38,3467,STD,163.82,Kolkata-South,VoLTE
CDR000178,+918254651813,+917922931802,2025-03-01,14:45:52,1280,Roaming,27.16,Kolkata-South,5G
CDR000179,+919648016232,+919033231247,2025-01-22,13:17:50,3006,Roaming,82.25,Kolkata-South,4G
CDR000180,+917482944645,+917757825782,2025-03-15,07:39:08,3488,STD,130.79,Chennai-North,4G
CDR000181,+918004571460,+919771903984,2025-02-08,08:34:26,226,Local,6.78,Kolkata-South,4G
CDR000182,+918210231284,+917924414397,2025-03-28,19:00:44,3356,Roaming,53.83,Delhi-West,VoLTE
CDR000183,+917153574427,+919149909837,2025-03-30,20:50:26,1456,STD,29.16,Kolkata-South,4G
CDR000184,+919920953167,+919830042269,2025-01-02,09:38:06,1152,STD,49.52,Pune,VoLTE
CDR000185,+919690146626,+917626957928,2025-03-16,06:14:41,3185,STD,80.03,Pune,4G
CDR000186,+917691594474,+917984986927,2025-03-19,11:32:43,3110,STD,134.97,Pune,5G
CDR000187,+917939826590,+917253201130,2025-01-22,16:42:08,241,Local,2.58,Mumbai-East,5G
CDR000188,+919128711740,+918635649273,2025-03-27,05:32:11,1131,Roaming,14.26,Chennai-North,VoLTE
CDR000189,+918922764989,+917454442532,2025-03-08,22:39:04,2551,Local,77.16,Hyderabad,4G
CDR000190,+918679663206,+917767792339,2025-03-28,14:22:29,3188,STD,152.37,Hyderabad,5G
CDR000191,+918913944203,+918499157658,2025-03-17,12:44:56,352,STD,10.23,Delhi-West,5G
CDR000192,+919692171920,+919251773380,2025-01-18,11:18:16,2420,Roaming,44.74,Hyderabad,5G
CDR000193,+919978773528,+917410083537,2025-03-04,06:26:41,294,Local,10.82,Pune,VoLTE
CDR000194,+919168167267,+919408914275,2025-01-01,16:36:23,1115,Roaming,45.6,Mumbai-East,5G
CDR000195,+918108464742,+919318401846,2025-01-20,13:19:07,1158,ISD,35.3,Chennai-North,4G
CDR000196,+917237022496,+918399922659,2025-02-11,17:51:45,2650,Local,33.08,Mumbai-East,VoLTE
CDR000197,+917315271136,+917300138256,2025-02-13,03:21:39,3597,STD,98.76,Hyderabad,5G
CDR000198,+919293547939,+917072804125,2025-01-01,21:28:40,3168,Roaming,87.94,Mumbai-East,4G
CDR000199,+917854048863,+917453243793,2025-03-14,03:55:51,901,Local,22.76,Delhi-West,VoLTE
CDR000200,+918055488734,+919303428862,2025-01-06,19:27:31,3415,STD,105.41,Pune,5G
CDR000201,+919528311419,+919354617957,2025-02-06,22:52:00,41,STD,1.26,Delhi-West,5G
CDR000202,+917418544588,+919606714773,2025-03-29,09:26:51,3110,Roaming,67.53,Hyderabad,VoLTE
CDR000203,+919952359479,+917730360345,2025-02-10,09:56:56,3080,Local,141.02,Mumbai-East,5G
CDR000204,+919424785468,+917092879298,2025-03-09,06:23:55,2456,ISD,50.66,Bangalore,4G
CDR000205,+917640693592,+918161673746,2025-03-08,08:17:35,978,Local,10.53,Chennai-North,VoLTE
CDR000206,+918986590366,+918872077018,2025-02-28,04:16:11,10,STD,0.19,Mumbai-East,4G
CDR000207,+917047376762,+919515994107,2025-03-21,21:34:01,2654,Local,117.62,Chennai-North,4G
CDR000208,+917800996698,+917677137295,2025-01-20,09:00:10,106,ISD,2.89,Hyderabad,VoLTE
CDR000209,+918934279078,+919840875320,2025-03-10,04:54:58,3207,Roaming,91.46,Mumbai-East,4G
CDR000210,+917837907864,+917166766858,2025-03-01,05:24:12,126,Local,6.09,Kolkata-South,VoLTE
CDR000211,+918539706884,+918857478266,2025-01-17,05:39:26,3484,ISD,36.03,Kolkata-South,VoLTE
CDR000212,+919342256716,+917619638460,2025-02-20,23:46:53,2647,ISD,77.89,Delhi-West,4G
CDR000213,+918511163603,+918422104892,2025-02-15,07:38:12,424,Local,13.42,Pune,5G
CDR000214,+917527173820,+919792358211,2025-02-14,14:05:41,135,Local,5.6,Pune,5G
CDR000215,+917312765941,+917404217588,2025-02-17,22:08:07,313,Roaming,3.74,Pune,5G
CDR000216,+919256356869,+919269774345,2025-02-26,13:09:38,1553,Local,36.04,Mumbai-East,4G
CDR000217,+918754686921,+917730871423,2025-01-29,10:05:34,1941,ISD,95.68,Delhi-West,5G
CDR000218,+917223811923,+917291422361,2025-03-10,06:22:04,86,Roaming,3.93,Chennai-North,VoLTE
CDR000219,+918864686826,+917048241480,2025-03-07,23:18:13,1422,Roaming,47.29,Kolkata-South,4G
CDR000220,+919774324118,+919519934207,2025-02-11,04:38:38,78,ISD,1.2,Kolkata-South,5G
CDR000221,+917096234877,+918720404601,2025-01-13,14:15:10,3217,STD,128.32,Kolkata-South,VoLTE
CDR000222,+917762169504,+919124552136,2025-03-19,01:37:30,924,Roaming,15.57,Pune,5G
CDR000223,+917057094257,+917870566885,2025-03-21,03:50:41,1911,Local,35.51,Mumbai-East,VoLTE
CDR000224,+919960073606,+918755470297,2025-02-12,02:21:48,1901,Local,73.47,Chennai-North,VoLTE
CDR000225,+918482113350,+918080399005,2025-01-16,15:58:40,3443,STD,149.32,Chennai-North,VoLTE
CDR000226,+919524401156,+918843677258,2025-01-22,23:55:53,3549,STD,119.74,Delhi-West,5G
CDR000227,+919715063967,+917596547539,2025-01-07,12:27:48,773,ISD,34.12,Delhi-West,5G
CDR000228,+919432618775,+919568473201,2025-03-06,08:13:47,1281,Local,44.5,Hyderabad,VoLTE
CDR000229,+919942276926,+917887339248,2025-03-12,09:45:09,2139,STD,56.13,Mumbai-East,VoLTE
CDR000230,+917494540524,+918162878492,2025-01-12,03:58:49,2559,STD,39.27,Bangalore,4G
CDR000231,+917259404472,+918851770920,2025-02-19,19:12:03,1447,Local,14.55,Bangalore,VoLTE
CDR000232,+917276642981,+918827034040,2025-03-28,19:59:51,734,Local,30.88,Pune,VoLTE
CDR000233,+917879324150,+918923165215,2025-02-26,06:01:28,419,Roaming,8.15,Mumbai-East,4G
CDR000234,+919913102488,+918776251734,2025-03-25,21:57:11,2957,ISD,92.6,Mumbai-East,VoLTE
CDR000235,+919567250386,+918892286480,2025-03-17,15:35:10,2876,ISD,30.06,Mumbai-East,4G
CDR000236,+917543216008,+919368093263,2025-01-13,23:58:10,2070,Roaming,83.3,Bangalore,VoLTE
CDR000237,+917544132096,+919170300408,2025-01-09,05:51:17,3337,ISD,90.04,Hyderabad,5G
CDR000238,+919590640775,+917922760844,2025-02-15,05:27:37,3075,STD,56.3,Mumbai-East,VoLTE
CDR000239,+917938617187,+918155650393,2025-02-22,23:29:11,2402,STD,26.81,Mumbai-East,4G
CDR000240,+918061562266,+917806813092,2025-02-18,23:25:53,984,STD,46.37,Delhi-West,4G
CDR000241,+919541462536,+919922675232,2025-02-23,05:19:27,3327,ISD,91.4,Kolkata-South,VoLTE
CDR000242,+919991119377,+918601198079,2025-01-05,01:42:59,2885,ISD,51.78,Hyderabad,4G
CDR000243,+919714697164,+918513087055,2025-01-05,14:50:57,1060,Roaming,39.36,Delhi-West,VoLTE
CDR000244,+918997685636,+918702687869,2025-01-22,00:32:55,2906,Roaming,141.97,Delhi-West,5G
CDR000245,+919803430298,+919171829433,2025-02-27,20:30:02,1350,Local,43.44,Hyderabad,4G
CDR000246,+917179655229,+917074446852,2025-02-01,16:14:53,2308,ISD,95.27,Bangalore,4G
CDR000247,+917167236810,+919645512463,2025-03-09,12:47:51,2897,Roaming,47.26,Hyderabad,5G
CDR000248,+918926610762,+918987168201,2025-02-05,22:35:08,2990,Roaming,123.2,Kolkata-South,VoLTE
CDR000249,+919958682715,+917158021514,2025-03-12,22:40:31,927,Local,11.26,Chennai-North,5G
CDR000250,+919761401701,+917276974140,2025-02-04,22:50:05,2591,Local,80.31,Mumbai-East,4G
CDR000251,+917031963428,+919190645579,2025-02-11,01:35:13,1991,Roaming,28.24,Mumbai-East,4G
CDR000252,+919156222091,+918259299927,2025-03-08,09:12:26,638,Local,19.78,Pune,4G
CDR000253,+917745020450,+919434001716,2025-01-14,11:47:21,759,ISD,34.86,Pune,5G
CDR000254,+919349486687,+919660003727,2025-03-25,16:36:34,644,STD,13.65,Pune,5G
CDR000255,+917765125158,+917692468687,2025-03-27,18:43:00,1048,Local,24.55,Hyderabad,VoLTE
CDR000256,+917323134282,+918432841627,2025-01-26,22:15:25,808,Local,33.39,Chennai-North,5G
CDR000257,+919311552038,+918290233570,2025-03-12,17:23:08,351,Local,13.76,Delhi-West,VoLTE
CDR000258,+917506139526,+917539089138,2025-02-08,01:38:14,1266,STD,15.5,Kolkata-South,5G
CDR000259,+919751392253,+919199375751,2025-01-09,13:29:14,3075,Local,141.58,Pune,5G
CDR000260,+918814610759,+919988398101,2025-02-10,12:43:11,3208,STD,65.97,Chennai-North,VoLTE
CDR000261,+919165180516,+919993224419,2025-01-24,04:22:42,3512,STD,156.67,Kolkata-South,VoLTE
CDR000262,+918807191637,+917887811343,2025-03-14,14:57:28,162,ISD,7.25,Chennai-North,5G
CDR000263,+918912741510,+919840103099,2025-03-28,17:21:52,1084,Roaming,52.45,Mumbai-East,VoLTE
CDR000264,+917458554833,+918331283851,2025-03-11,02:46:47,1292,STD,42.19,Chennai-North,VoLTE
CDR000265,+919590186660,+917633589955,2025-01-04,04:15:30,3101,ISD,42.37,Bangalore,5G
